KeyName,phone_number,vendor,locality,longitude,has_shops,address,business_name,lattitude
Loc102257,(622)411-7585,Ven0522,Locality698661,-110.654321558,True,Address448628,BusinessName338526,47.867737919
Loc102256,(116)232-8806,Ven0522,Locality205621,-108.051018779,True,Address810726,BusinessName652375,47.32702929
Loc102255,(352)796-8732,Ven0522,Locality735683,-113.424418039,True,Address421166,BusinessName399234,46.4977672237
Loc102254,(344)213-9626,Ven0522,Locality176916,-109.604864498,True,Address142972,BusinessName318426,45.9784743175
Loc102253,(295)351-6385,Ven0522,Locality980731,-111.372801303,True,Address450977,BusinessName433999,48.2408261983
Loc102252,(591)489-9583,Ven0522,Locality716833,-107.318721244,True,Address233437,BusinessName923243,45.6125812605
Loc102251,(620)586-3274,Ven0522,Locality360570,-108.101252442,True,Address791089,BusinessName271218,47.5963480834
Loc102250,(627)773-3903,Ven0522,Locality144401,-107.274901185,True,Address954070,BusinessName277563,45.8513246744
Loc102259,(282)825-2093,Ven0522,Locality577061,-107.373353772,True,Address403331,BusinessName308596,45.6083542697
Loc102258,(104)620-5465,Ven0522,Locality538515,-110.688163121,True,Address293162,BusinessName599686,48.6777493459
Loc102248,(571)684-7970,Ven0522,Locality477792,-107.907300953,True,Address649415,BusinessName231485,46.00496803
Loc102249,(986)380-7277,Ven0522,Locality186575,-113.129291354,True,Address51775,BusinessName143687,47.8614749107
Loc102240,(989)937-9735,Ven0522,Locality8114,-111.706689712,True,Address861011,BusinessName999730,46.6133908844
Loc102241,(218)560-4894,Ven0522,Locality863008,-112.450025708,True,Address51836,BusinessName291812,46.7540841353
Loc102242,(871)101-9805,Ven0522,Locality483243,-109.672466747,True,Address2131,BusinessName336593,46.2127112579
Loc102243,(863)278-8443,Ven0522,Locality547682,-111.623330534,True,Address186455,BusinessName66530,47.4670127311
Loc102244,(370)939-2144,Ven0522,Locality104544,-112.599453643,True,Address841275,BusinessName366916,48.1916346998
Loc102245,(766)898-1243,Ven0522,Locality347406,-113.819799248,True,Address342683,BusinessName806510,48.7048057124
Loc102246,(681)809-4230,Ven0522,Locality749408,-110.875875762,True,Address268096,BusinessName738802,46.0783883455
Loc102247,(505)345-9270,Ven0522,Locality709410,-113.527966019,True,Address728218,BusinessName291228,47.7806228296
Loc102239,(830)828-3396,Ven0522,Locality177670,-107.473686196,True,Address321152,BusinessName723774,48.3906088652
Loc102238,(810)437-8888,Ven0522,Locality469159,-112.536018441,True,Address672451,BusinessName844096,48.4043126643
