KeyName,phone_number,vendor,locality,longitude,has_shops,address,business_name,lattitude
Loc101649,(785)649-6623,Ven0516,Locality10745,-110.274721753,True,Address661774,BusinessName167183,46.615662511
Loc101648,(261)976-7534,Ven0516,Locality856910,-107.441892787,True,Address511974,BusinessName657754,47.7326260727
Loc101641,(803)887-9401,Ven0516,Locality634972,-109.812686894,True,Address762711,BusinessName311725,47.6613204289
Loc101640,(375)531-9372,Ven0516,Locality419735,-110.322599675,True,Address383671,BusinessName712015,48.2731754808
Loc101643,(503)644-6182,Ven0516,Locality763364,-108.735116944,True,Address148989,BusinessName883995,46.5582251547
Loc101642,(290)589-6453,Ven0516,Locality448418,-111.061304017,True,Address179364,BusinessName672475,48.6653314635
Loc101645,(122)941-2953,Ven0516,Locality37257,-108.586931492,True,Address298506,BusinessName927629,47.9311848943
Loc101644,(677)480-7015,Ven0516,Locality202809,-107.077173745,True,Address707379,BusinessName567676,46.4338703729
Loc101647,(656)172-8519,Ven0516,Locality387307,-108.559203969,True,Address559603,BusinessName386519,47.0370169329
Loc101646,(807)107-1059,Ven0516,Locality210839,-108.501189925,True,Address114528,BusinessName801039,48.5447826234
Loc101658,(557)941-9227,Ven0516,Locality931685,-108.890919721,True,Address433467,BusinessName873473,46.9072887815
Loc101659,(829)799-4307,Ven0516,Locality453877,-110.920029235,True,Address227064,BusinessName121703,46.7179588511
Loc101652,(422)674-9525,Ven0516,Locality418901,-111.375322349,True,Address673597,BusinessName575970,46.4327594111
Loc101653,(505)961-9067,Ven0516,Locality639566,-110.840087898,True,Address55420,BusinessName365520,46.5321877982
Loc101650,(945)312-2374,Ven0516,Locality335646,-109.615811222,True,Address319504,BusinessName111376,48.3528308693
Loc101651,(497)296-2852,Ven0516,Locality515454,-110.370047849,True,Address588485,BusinessName193826,46.0633303589
Loc101656,(892)760-2937,Ven0516,Locality637463,-109.158648875,True,Address844843,BusinessName921656,46.3181209876
Loc101657,(468)948-5338,Ven0516,Locality171558,-113.553989956,True,Address793197,BusinessName485289,46.7613722512
Loc101654,(814)563-8407,Ven0516,Locality567710,-107.763331662,True,Address446346,BusinessName803563,48.3744084506
Loc101655,(574)261-4304,Ven0516,Locality986350,-112.151101651,True,Address189350,BusinessName530235,47.7080742042
Loc101669,(623)152-8265,Ven0516,Locality458211,-107.13407239,True,Address639762,BusinessName421678,46.3164656795
Loc101668,(545)605-2746,Ven0516,Locality328249,-113.686719879,True,Address60752,BusinessName225382,47.6786720061
Loc101667,(350)523-7341,Ven0516,Locality110341,-108.064455304,True,Address31896,BusinessName429668,45.6920588378
Loc101666,(237)286-9924,Ven0516,Locality51503,-113.870208172,True,Address667434,BusinessName875617,46.1101859564
Loc101665,(805)898-7482,Ven0516,Locality690637,-109.211596235,True,Address996333,BusinessName59428,48.5731271569
Loc101664,(836)220-8092,Ven0516,Locality317089,-113.459145564,True,Address850703,BusinessName365678,45.7839519609
Loc101663,(368)443-2632,Ven0516,Locality690751,-108.807935117,True,Address360691,BusinessName682049,46.7134650576
Loc101662,(382)885-7673,Ven0516,Locality523233,-109.555903824,True,Address254281,BusinessName878021,45.7851498775
Loc101661,(618)507-8303,Ven0516,Locality542372,-111.288814766,True,Address768009,BusinessName138398,48.6980360516
Loc101660,(425)443-8889,Ven0516,Locality46694,-110.500322055,True,Address833709,BusinessName939939,47.189643509
Loc101670,(476)159-2270,Ven0516,Locality228655,-112.619540924,True,Address522362,BusinessName679444,47.0844544749
Loc101671,(738)742-3755,Ven0516,Locality190428,-109.655031157,True,Address228146,BusinessName442411,48.7979585071
Loc101672,(691)874-3709,Ven0516,Locality414717,-112.075884375,True,Address972802,BusinessName550715,46.8485993935
Loc101673,(351)474-4751,Ven0516,Locality66400,-111.001202411,True,Address416386,BusinessName87520,47.6361140118
Loc101674,(222)183-2884,Ven0516,Locality454178,-112.41594181,True,Address408324,BusinessName124196,48.7299467021
Loc101675,(370)769-7638,Ven0516,Locality747446,-110.866897982,True,Address356399,BusinessName828857,48.6720113548
Loc101676,(978)787-2852,Ven0516,Locality194759,-109.837690643,True,Address741005,BusinessName777392,47.7713696688
Loc101677,(436)916-3097,Ven0516,Locality934916,-113.77383911,True,Address434909,BusinessName637314,47.9833299809
Loc101678,(703)115-9065,Ven0516,Locality575471,-108.418081583,True,Address11609,BusinessName34622,48.5911817328
Loc101679,(940)364-9875,Ven0516,Locality481567,-108.129698026,True,Address976654,BusinessName876753,47.9446920426
Loc101605,(526)798-8545,Ven0516,Locality71627,-111.932395243,True,Address588585,BusinessName459955,47.237172665
Loc101604,(586)974-6049,Ven0516,Locality666610,-111.812786519,True,Address306296,BusinessName154647,45.9176156212
Loc101607,(912)739-8363,Ven0516,Locality500902,-108.37617151,True,Address112483,BusinessName315284,47.197422091
Loc101606,(831)546-2482,Ven0516,Locality319241,-111.413731743,True,Address341690,BusinessName385399,46.2903937681
Loc101601,(882)960-7904,Ven0516,Locality832392,-113.741527606,True,Address624269,BusinessName41984,45.663566158
Loc101600,(905)817-1925,Ven0516,Locality403508,-107.542403222,True,Address828665,BusinessName271131,47.4690126899
Loc101603,(531)860-8780,Ven0516,Locality160226,-113.284106659,True,Address409354,BusinessName291555,47.3412076539
Loc101602,(147)783-1719,Ven0516,Locality656154,-109.852490165,True,Address409670,BusinessName363217,48.1571985897
Loc101609,(231)318-1982,Ven0516,Locality551123,-111.42950229,True,Address304278,BusinessName451849,47.3207410882
Loc101608,(521)313-5063,Ven0516,Locality390375,-113.452219471,True,Address982039,BusinessName321624,47.9183700337
Loc101616,(937)808-8942,Ven0516,Locality348519,-108.47003324,True,Address496255,BusinessName116059,47.8597421759
Loc101617,(480)777-6586,Ven0516,Locality837685,-112.591079912,True,Address307836,BusinessName884923,47.5516677563
Loc101614,(953)302-5372,Ven0516,Locality729849,-111.632390806,True,Address279934,BusinessName272472,47.9944348843
Loc101615,(984)981-1043,Ven0516,Locality859923,-113.982542006,True,Address369114,BusinessName89999,48.7324631546
Loc101612,(157)256-8390,Ven0516,Locality118522,-111.977218535,True,Address835899,BusinessName431256,45.7778546819
Loc101613,(917)295-6252,Ven0516,Locality152264,-112.224657961,True,Address919358,BusinessName184737,47.3837149176
Loc101610,(667)930-3140,Ven0516,Locality91514,-107.890069979,True,Address45043,BusinessName169694,47.8982270972
Loc101611,(451)468-4639,Ven0516,Locality177192,-108.614580938,True,Address943271,BusinessName928618,48.1019420685
Loc101618,(890)767-2379,Ven0516,Locality506318,-109.23496661,True,Address867168,BusinessName916796,46.2848588919
Loc101619,(593)484-8949,Ven0516,Locality955376,-109.718090768,True,Address318989,BusinessName614166,47.4863048856
Loc101689,(820)386-7076,Ven0516,Locality394218,-110.786970155,True,Address778072,BusinessName983434,47.0213748152
Loc101688,(740)570-9288,Ven0516,Locality337266,-108.390030905,True,Address809790,BusinessName440683,48.9297196359
Loc101685,(521)178-4824,Ven0516,Locality815468,-110.362542834,True,Address591461,BusinessName798236,46.170385436
Loc101684,(135)791-8375,Ven0516,Locality92073,-113.861382368,True,Address610712,BusinessName386413,46.0310298843
Loc101687,(978)469-4870,Ven0516,Locality17270,-107.779238505,True,Address672493,BusinessName208858,46.8844135297
Loc101686,(362)564-4861,Ven0516,Locality940814,-111.38398456,True,Address996070,BusinessName151256,47.6584101433
Loc101681,(933)832-7246,Ven0516,Locality96561,-109.314771132,True,Address746299,BusinessName723179,46.9596495809
Loc101680,(641)732-3356,Ven0516,Locality948763,-113.162922192,True,Address681612,BusinessName507715,46.6572154788
Loc101683,(829)547-6882,Ven0516,Locality226530,-113.148958548,True,Address99169,BusinessName90562,47.4740397476
Loc101682,(238)921-3353,Ven0516,Locality414516,-107.277631955,True,Address746652,BusinessName66936,45.6337308064
Loc101629,(683)557-9964,Ven0516,Locality757173,-107.893896378,True,Address320276,BusinessName103650,47.6599298043
Loc101628,(571)487-9258,Ven0516,Locality759871,-110.03879096,True,Address342224,BusinessName262426,47.614303876
Loc101623,(938)453-9187,Ven0516,Locality192556,-109.981132912,True,Address230278,BusinessName217627,48.4203944773
Loc101622,(483)718-9508,Ven0516,Locality582889,-108.379020876,True,Address154175,BusinessName556126,46.0952390823
Loc101621,(822)418-3474,Ven0516,Locality842379,-113.518249586,True,Address729776,BusinessName694383,45.8963369887
Loc101620,(803)982-2569,Ven0516,Locality309489,-110.814385924,True,Address915662,BusinessName991632,47.6795039813
Loc101627,(211)311-5101,Ven0516,Locality894489,-113.293282733,True,Address930028,BusinessName634843,48.8734800681
Loc101626,(322)993-9656,Ven0516,Locality526064,-109.916560915,True,Address515645,BusinessName122478,47.8989070262
Loc101625,(498)714-1474,Ven0516,Locality380321,-112.30151483,True,Address945868,BusinessName59849,45.7152623029
Loc101624,(954)697-1014,Ven0516,Locality341470,-113.727560413,True,Address725208,BusinessName158102,47.0494551693
Loc101698,(184)419-6346,Ven0516,Locality400206,-107.113372351,True,Address67799,BusinessName894296,48.8207034156
Loc101699,(599)512-2562,Ven0516,Locality513999,-109.867720918,True,Address668618,BusinessName202495,46.706418803
Loc101696,(336)528-8516,Ven0516,Locality113690,-108.528933896,True,Address638982,BusinessName553199,47.0538227038
Loc101697,(113)386-2458,Ven0516,Locality94596,-111.397311032,True,Address403219,BusinessName155909,46.3792550251
Loc101694,(467)353-7290,Ven0516,Locality70183,-113.747294854,True,Address717728,BusinessName27096,48.5094888078
Loc101695,(683)412-4118,Ven0516,Locality892326,-108.895110378,True,Address115456,BusinessName381011,48.1230244489
Loc101692,(930)341-9687,Ven0516,Locality415495,-109.436786057,True,Address984205,BusinessName405772,48.65332447
Loc101693,(492)658-6677,Ven0516,Locality951811,-110.487728331,True,Address33229,BusinessName643633,48.869996859
Loc101690,(437)618-4879,Ven0516,Locality20039,-111.107342512,True,Address794660,BusinessName786459,48.2225189869
Loc101691,(900)628-3855,Ven0516,Locality315872,-108.775007002,True,Address406764,BusinessName223343,46.6149037815
Loc101638,(107)835-8225,Ven0516,Locality738516,-112.882937466,True,Address513709,BusinessName23167,46.9395041038
Loc101639,(167)630-7585,Ven0516,Locality574681,-107.695173467,True,Address348799,BusinessName434556,47.4248927738
Loc101634,(782)977-1590,Ven0516,Locality680873,-112.385549031,True,Address903514,BusinessName772141,47.0964372669
Loc101635,(884)227-2976,Ven0516,Locality441970,-111.005334247,True,Address168313,BusinessName244503,45.9982149816
Loc101636,(889)701-5323,Ven0516,Locality267465,-113.550759733,True,Address69593,BusinessName102013,47.5260072906
Loc101637,(204)210-3223,Ven0516,Locality207577,-112.082304491,True,Address851475,BusinessName954968,47.2787208792
Loc101630,(648)576-6966,Ven0516,Locality541070,-111.605105616,True,Address370903,BusinessName713547,45.7294356764
Loc101631,(828)552-7624,Ven0516,Locality982452,-112.863770024,True,Address53697,BusinessName101719,45.9856668904
Loc101632,(979)498-1424,Ven0516,Locality153045,-113.892976945,True,Address146522,BusinessName489942,47.9471256781
Loc101633,(685)330-5038,Ven0516,Locality660598,-108.764925006,True,Address722484,BusinessName834890,47.5476604017
