KeyName,phone_number,vendor,locality,longitude,has_shops,address,business_name,lattitude
Loc303825,(505)511-7867,Ven1538,Locality702419,-105.640430367,True,Address484191,BusinessName739916,39.2583756754
Loc303824,(839)969-3999,Ven1538,Locality544493,-104.788870028,True,Address727596,BusinessName106162,38.0235548145
Loc303827,(528)933-2029,Ven1538,Locality139127,-107.375215438,True,Address656522,BusinessName640957,37.300563258
Loc303826,(699)226-9381,Ven1538,Locality738526,-105.421898945,True,Address324881,BusinessName535857,37.2512060628
Loc303821,(720)856-1538,Ven1538,Locality734771,-104.252510059,True,Address562489,BusinessName109808,39.7743981344
Loc303820,(182)331-3266,Ven1538,Locality648303,-105.328540255,True,Address700778,BusinessName835388,37.5738904793
Loc303823,(139)401-3309,Ven1538,Locality184698,-106.03836903,True,Address801809,BusinessName814234,37.406802645
Loc303822,(317)261-5855,Ven1538,Locality76580,-103.054161728,True,Address37321,BusinessName491826,39.3331770545
Loc303829,(139)612-2555,Ven1538,Locality660584,-103.234102265,True,Address374480,BusinessName561649,39.4295788886
Loc303828,(200)266-9442,Ven1538,Locality108177,-107.552988251,True,Address933514,BusinessName20931,38.1043637234
Loc303836,(163)507-4439,Ven1538,Locality222924,-102.882754128,True,Address802563,BusinessName760241,37.6409314458
Loc303837,(167)284-6804,Ven1538,Locality471626,-105.28926684,True,Address517977,BusinessName302886,39.8945722922
Loc303834,(497)671-4094,Ven1538,Locality1688,-107.229285537,True,Address869321,BusinessName261497,37.2811920785
Loc303835,(484)789-8944,Ven1538,Locality645900,-106.011483075,True,Address897460,BusinessName8843,38.6058335468
Loc303832,(909)775-7623,Ven1538,Locality766524,-104.321397965,True,Address720163,BusinessName784974,38.3341011647
Loc303833,(346)975-6585,Ven1538,Locality351266,-107.5059973,True,Address792567,BusinessName47751,39.265397238
Loc303830,(539)384-4736,Ven1538,Locality503507,-102.097989758,True,Address23482,BusinessName233009,37.1842732246
Loc303831,(958)871-6323,Ven1538,Locality122730,-107.66541261,True,Address646290,BusinessName170141,37.9772421597
Loc303838,(409)560-6934,Ven1538,Locality572374,-103.532660938,True,Address816479,BusinessName518101,39.6099536781
Loc303839,(668)716-3575,Ven1538,Locality339900,-106.032010275,True,Address738715,BusinessName963278,37.2814202491
Loc303883,(376)727-4662,Ven1538,Locality926929,-101.135940998,True,Address644023,BusinessName740452,38.8540399525
Loc303882,(829)538-9561,Ven1538,Locality155441,-105.60570189,True,Address343580,BusinessName84796,39.7284228368
Loc303881,(782)487-7686,Ven1538,Locality48699,-106.331368074,True,Address797633,BusinessName814296,38.4378831971
Loc303880,(821)384-8976,Ven1538,Locality760348,-105.847364816,True,Address724377,BusinessName713246,37.1111788964
Loc303887,(544)231-3043,Ven1538,Locality716485,-101.475600128,True,Address624514,BusinessName998440,36.8412270953
Loc303886,(719)423-5583,Ven1538,Locality272614,-107.25962276,True,Address109057,BusinessName258073,37.8220250149
Loc303885,(562)786-5067,Ven1538,Locality70603,-104.824465202,True,Address747335,BusinessName155239,37.1360126974
Loc303884,(153)397-6577,Ven1538,Locality19767,-105.754016806,True,Address520941,BusinessName16535,36.9160042941
Loc303889,(811)661-1645,Ven1538,Locality604791,-101.864185702,True,Address961407,BusinessName812763,37.4664697842
Loc303888,(920)411-9000,Ven1538,Locality574643,-101.16256395,True,Address45958,BusinessName381693,36.6849340193
Loc303809,(278)613-2531,Ven1538,Locality312372,-106.081328148,True,Address474988,BusinessName754969,39.2533102378
Loc303808,(648)840-3501,Ven1538,Locality382883,-104.432597327,True,Address890127,BusinessName593674,36.6122108068
Loc303803,(452)106-4745,Ven1538,Locality22481,-107.766702119,True,Address125295,BusinessName869443,36.6257658342
Loc303802,(297)194-9355,Ven1538,Locality270381,-106.815509815,True,Address870162,BusinessName115114,37.0108293604
Loc303801,(363)634-3013,Ven1538,Locality532772,-107.079944033,True,Address3328,BusinessName694248,38.6848438019
Loc303800,(660)245-4219,Ven1538,Locality963651,-105.093248527,True,Address683718,BusinessName883185,38.7952167785
Loc303807,(568)878-7871,Ven1538,Locality31561,-102.649892272,True,Address615246,BusinessName100733,38.3603197137
Loc303806,(536)781-9501,Ven1538,Locality622928,-101.913895003,True,Address497823,BusinessName79045,36.7707474681
Loc303805,(825)540-7158,Ven1538,Locality130550,-103.674278723,True,Address896277,BusinessName152864,38.9224615188
Loc303804,(276)900-6352,Ven1538,Locality250635,-102.093642781,True,Address746333,BusinessName676569,38.1208321214
Loc303894,(926)190-3671,Ven1538,Locality91507,-104.562587106,True,Address365563,BusinessName795858,38.7293739327
Loc303895,(459)829-7517,Ven1538,Locality258609,-105.184613795,True,Address482115,BusinessName473511,38.8417951806
Loc303896,(176)719-1422,Ven1538,Locality122154,-102.325033956,True,Address887079,BusinessName406136,38.1592155274
Loc303897,(101)270-3815,Ven1538,Locality458221,-104.986222467,True,Address746284,BusinessName123349,39.2482691106
Loc303890,(128)212-8266,Ven1538,Locality970159,-107.640274403,True,Address61346,BusinessName77344,37.8040673145
Loc303891,(852)174-5919,Ven1538,Locality977054,-104.198218082,True,Address306902,BusinessName956336,37.8139964735
Loc303892,(170)797-4112,Ven1538,Locality850124,-107.18893527,True,Address360929,BusinessName134454,36.747621663
Loc303893,(862)382-7655,Ven1538,Locality527964,-104.080483438,True,Address560301,BusinessName146093,38.8918613764
Loc303898,(918)689-4518,Ven1538,Locality76499,-103.794040083,True,Address136629,BusinessName402617,38.9503156393
Loc303899,(761)436-8079,Ven1538,Locality797737,-105.56893073,True,Address581032,BusinessName323448,39.4819656513
Loc303818,(384)375-1861,Ven1538,Locality601039,-101.803029569,True,Address339153,BusinessName261303,39.4378670527
Loc303819,(958)509-9213,Ven1538,Locality723362,-103.103583333,True,Address517085,BusinessName654833,39.6005423953
Loc303814,(466)650-8979,Ven1538,Locality91804,-101.790530328,True,Address955368,BusinessName571404,39.6752353078
Loc303815,(850)312-6608,Ven1538,Locality661625,-107.048607693,True,Address105468,BusinessName247576,37.1600223228
Loc303816,(734)813-5172,Ven1538,Locality451442,-107.645861211,True,Address183504,BusinessName203380,37.2261416315
Loc303817,(363)958-6028,Ven1538,Locality211446,-103.1362282,True,Address396475,BusinessName778174,37.551234278
Loc303810,(139)839-7891,Ven1538,Locality222386,-104.309685117,True,Address761167,BusinessName686226,38.5369238925
Loc303811,(724)144-7679,Ven1538,Locality801369,-103.352744594,True,Address342518,BusinessName419880,37.8054015184
Loc303812,(470)885-6091,Ven1538,Locality939179,-101.071979127,True,Address377712,BusinessName370203,37.9375406268
